Company_Name,Date,Sales,Expenses,Operating_Profits,Net_Profit,Other_Income,Interest,Depriciation,Profit_Before_Tax,Tax_Percent,OPM_Percent,Divident_Payout,EPS,prev_price,prev_eps,Price
DIVISLAB,Mar-17,4064,2615,1450,1060,72,3,123,1395,24%,36%,25%,39.95,1173,42.41,811
DIVISLAB,Mar-18,3891,2622,1269,877,107,2,142,1231,29%,33%,30%,33.04,811,39.95,1135
DIVISLAB,Mar-19,4946,3072,1874,1353,154,5,169,1855,27%,38%,31%,50.96,1135,33.04,1548
DIVISLAB,Mar-20,5394,3568,1826,1377,186,7,186,1819,24%,34%,31%,51.85,1548,50.96,1994
DIVISLAB,Mar-21,6969,4102,2867,1984,57,2,256,2666,26%,41%,27%,74.75,1994,51.85,3914
DLF,Mar-11,9561,5789,3772,1542,565,1706,631,2000,23%,39%,22%,9.09,403,10.13,298
DLF,Mar-12,9576,5935,3641,1201,836,2246,689,1541,24%,38%,28%,7.07,298,9.09,224
DLF,Mar-13,7773,5140,2633,712,1279,2314,796,802,17%,34%,48%,4.19,224,7.07,279
DLF,Mar-14,8298,5805,2493,646,1133,2463,663,500,-16%,30%,55%,3.63,279,4.19,186
DLF,Mar-15,7649,4635,3014,540,503,2304,545,668,24%,39%,66%,3.03,186,3.63,175
DLF,Mar-16,9926,5960,3966,306,506,2680,766,1026,55%,40%,117%,1.72,175,3.03,122
DLF,Mar-17,8221,4775,3446,715,1135,2980,572,1030,22%,42%,50%,4.01,122,1.72,140
DLF,Mar-18,6707,4329,2378,4464,9722,2951,534,8615,50%,35%,8%,25.02,140,4.01,273
DLF,Mar-19,8366,6218,2148,1319,784,2062,225,646,43%,26%,33%,5.98,273,25.02,187
DLF,Mar-20,6083,4937,1146,-583,1135,1427,200,653,326%,19%,-85%,-2.36,187,5.98,265
DLF,Mar-21,5414,3945,1469,1094,383,853,159,840,43%,27%,45%,4.42,265,-2.36,299
DRREDDY,Mar-11,7435,5874,1561,999,52,32,398,1183,16%,21%,19%,59.02,1257,20.82,1728
DRREDDY,Mar-12,9814,7371,2444,1301,-7,114,518,1804,28%,25%,18%,76.72,1728,59.02,1705
DRREDDY,Mar-13,11833,9164,2669,1527,146,100,550,2165,29%,23%,17%,89.9,1705,76.72,1970
DRREDDY,Mar-14,13415,10164,3251,1963,170,127,648,2646,26%,24%,16%,115.41,1970,89.9,2878
DRREDDY,Mar-15,15023,11515,3508,2336,260,108,760,2900,19%,23%,15%,137.13,2878,115.41,3389
DRREDDY,Mar-16,15568,11983,3585,2131,295,83,939,2859,26%,23%,16%,124.88,3389,137.13,3123
DRREDDY,Mar-17,14196,11724,2472,1292,172,63,1027,1554,19%,17%,26%,77.96,3123,124.88,3203
DRREDDY,Mar-18,14281,11930,2351,947,155,79,1077,1350,32%,16%,35%,57.07,3203,77.96,2615
DRREDDY,Mar-19,15448,12270,3178,1950,381,89,1135,2336,17%,21%,17%,117.42,2615,57.07,2728
DRREDDY,Mar-20,17517,15040,2477,2026,670,98,1163,1886,-7%,14%,21%,121.92,2728,117.42,3249
DRREDDY,Mar-21,19048,15173,3874,1952,335,97,1229,2884,32%,20%,21%,117.35,3249,121.92,5443
EICHERMOT,Mar-16,6173,4484,1690,1338,326,2,137,1877,29%,27%,20%,49.27,615,22.71,1791
EICHERMOT,Mar-17,7033,4859,2174,1667,416,4,154,2433,30%,31%,16%,61.27,1791,49.27,2371
EICHERMOT,Mar-18,8965,6156,2809,1960,536,5,223,3116,30%,31%,15%,71.89,2371,61.27,3042
EICHERMOT,Mar-19,9797,6893,2904,2203,701,7,300,3297,33%,30%,15%,80.75,3042,71.89,2329
EICHERMOT,Mar-20,9154,6971,2183,1827,572,19,382,2355,22%,24%,19%,66.91,2329,80.75,2259
EICHERMOT,Mar-21,8720,6937,1783,1347,482,16,451,1798,25%,20%,34%,49.28,2259,66.91,3037
EICHERMOT,Dec-21,4397,4067,330,189,155,10,57,418,27%,8%,16%,7.01,24,3.12,69
EICHERMOT,Dec-21,5684,5094,590,309,141,8,64,660,25%,10%,14%,11.44,69,7.01,129
EICHERMOT,Dec-21,6390,5840,550,324,136,4,82,600,21%,9%,17%,12.01,129,11.44,180
EICHERMOT,Dec-21,6810,6094,715,394,93,8,130,671,22%,11%,21%,14.57,180,12.01,299
EICHERMOT,Dec-21,8738,7621,1118,615,105,10,220,993,29%,13%,22%,22.71,299,14.57,615
GAIL,Mar-11,35070,28523,6547,4021,508,378,878,5799,31%,19%,24%,8.92,125,7.38,151
GAIL,Mar-12,44093,37054,7040,4444,722,366,1041,6355,31%,16%,25%,9.85,151,8.92,112
GAIL,Mar-13,50974,43547,7427,4374,887,437,1319,6558,34%,15%,28%,9.7,112,9.85,111
GAIL,Mar-14,61765,53777,7988,4786,1247,669,1644,6922,32%,13%,28%,10.61,111,9.7,110
GAIL,Mar-15,60557,54926,5631,3160,945,652,1433,4492,32%,9%,24%,7.01,110,10.61,126
GAIL,Mar-16,52053,47517,4536,1869,731,822,1496,2949,37%,9%,37%,4.14,126,7.01,107
GAIL,Mar-17,48552,42531,6021,3368,1212,509,1541,5183,35%,12%,56%,7.47,107,4.14,138
GAIL,Mar-18,54496,46695,7802,4799,948,295,1527,6928,31%,14%,43%,10.64,138,7.47,190
GAIL,Mar-19,76190,66252,9938,6546,1719,159,1667,9831,33%,13%,25%,14.51,190,10.64,182
GAIL,Mar-20,72518,63495,9022,9422,3796,309,2080,10429,9%,12%,31%,20.89,182,14.51,133
GAIL,Mar-21,57372,50127,7245,6136,2834,179,2174,7725,20%,13%,36%,13.82,133,20.89,146
GODREJCP,Mar-11,3692,3034,658,515,93,49,50,653,21%,18%,28%,5.3,99,3.67,142
GODREJCP,Mar-12,4853,3991,863,727,252,73,64,977,23%,18%,22%,7.12,142,5.3,150
GODREJCP,Mar-13,6412,5417,995,796,194,87,77,1025,17%,16%,22%,7.8,150,7.12,247
GODREJCP,Mar-14,7599,6430,1169,760,62,120,82,1030,20%,15%,24%,7.44,247,7.8,328
GODREJCP,Mar-15,8273,6894,1379,907,73,112,91,1249,22%,17%,21%,8.88,328,7.44,380
GODREJCP,Mar-16,8424,6766,1657,828,-262,128,101,1167,29%,20%,24%,8.1,380,8.88,458
GODREJCP,Mar-17,9268,7361,1907,1304,76,154,142,1687,22%,21%,39%,12.76,458,8.1,538
GODREJCP,Mar-18,9847,7763,2084,1634,283,173,156,2039,20%,21%,42%,15.99,538,12.76,752
GODREJCP,Mar-19,10314,8183,2132,2342,362,238,170,2085,-12%,21%,44%,22.91,752,15.99,824
GODREJCP,Mar-20,9911,7757,2154,1497,32,228,197,1760,15%,22%,55%,14.64,824,22.91,772
GODREJCP,Mar-21,11029,8629,2399,1721,23,138,204,2080,17%,22%,0%,16.83,772,14.64,808
GRASIM,Mar-11,21550,16555,4995,2279,399,407,1138,3849,25%,23%,8%,49.71,472,67.51,410
GRASIM,Mar-12,25245,19666,5579,2647,742,314,1154,4852,27%,22%,8%,57.74,410,49.71,432
GRASIM,Mar-13,27909,21986,5924,2704,824,324,1252,5171,28%,21%,8%,58.92,432,57.74,528
GRASIM,Mar-14,28331,23416,4915,2072,576,447,1457,3586,20%,17%,9%,45.13,528,58.92,478
GRASIM,Mar-15,31734,26590,5144,1744,530,667,1563,3443,30%,16%,9%,37.95,478,45.13,650
GRASIM,Mar-16,34487,28576,5911,2468,1320,718,1834,4679,26%,17%,9%,52.91,650,37.95,620
GRASIM,Mar-17,36068,28682,7387,3167,1076,702,1808,5952,29%,20%,8%,67.85,620,52.91,822
GRASIM,Mar-18,55894,44281,11612,2679,410,3663,2724,5635,35%,21%,15%,40.75,822,67.85,1261
GRASIM,Mar-19,77200,60719,16481,1693,-1686,6060,3571,5163,47%,21%,27%,25.75,1261,40.75,844
GRASIM,Mar-20,68252,57880,10373,4412,7076,6890,4004,6554,-1%,15%,6%,67.07,844,25.75,836
GRASIM,Mar-21,69963,57769,12194,4305,7571,5723,4033,10009,30%,17%,14%,65.42,836,67.07,1114
HAVELLS,Mar-11,5547,4990,558,304,20,90,80,407,25%,10%,10%,4.87,63,1.16,80
HAVELLS,Mar-12,6452,5778,674,370,25,128,95,476,22%,10%,22%,5.93,80,4.87,96
HAVELLS,Mar-13,7135,6461,674,581,222,123,110,664,12%,9%,16%,9.32,96,5.93,139
HAVELLS,Mar-14,8051,7274,777,446,35,102,116,594,25%,10%,42%,7.15,139,9.32,188
HAVELLS,Mar-15,8468,7713,755,385,48,96,139,569,32%,9%,49%,6.17,188,7.15,284
HAVELLS,Mar-16,7594,6798,796,1300,949,91,134,1520,14%,10%,29%,20.82,284,6.17,322
HAVELLS,Mar-17,6130,5315,815,495,42,13,121,723,32%,13%,44%,7.91,322,20.82,432
HAVELLS,Mar-18,8116,7083,1033,662,97,25,140,965,31%,13%,4%,10.6,432,7.91,592
HAVELLS,Mar-19,10073,8885,1189,788,124,16,149,1147,31%,12%,36%,12.59,592,10.6,724
HAVELLS,Mar-20,9440,8374,1067,735,107,51,218,904,19%,11%,34%,11.75,724,12.59,665
HAVELLS,Mar-21,10457,8868,1589,1044,187,90,249,1438,27%,15%,39%,16.68,665,11.75,1194
HCLTECH,Mar-16,31136,24482,6654,5602,871,74,410,7041,20%,21%,40%,19.86,455,26.02,435
HCLTECH,Mar-17,47568,37178,10390,8606,1069,89,828,10542,18%,22%,40%,30.16,435,19.86,434
HCLTECH,Mar-18,50569,39323,11246,8721,1230,69,1383,11024,21%,22%,19%,31.32,434,30.16,520
HCLTECH,Mar-19,60427,46501,13926,10120,943,174,2073,12622,20%,23%,11%,37.31,520,31.32,517
HCLTECH,Mar-20,70676,53360,17316,11057,589,505,3420,13980,21%,24%,25%,40.75,517,37.31,618
HCLTECH,Mar-21,75379,55331,20048,11145,927,511,4611,15853,30%,27%,24%,41.07,618,40.75,1067
HCLTECH,Jun-21,15730,13275,2456,1647,300,160,460,2135,23%,16%,31%,5.98,97,4.64,129
HCLTECH,Jun-21,20831,17135,3695,2423,206,143,549,3210,24%,18%,34%,8.74,129,5.98,109
HCLTECH,Jun-21,25581,19901,5680,4040,332,106,637,5270,23%,22%,21%,14.49,109,8.74,180
HCLTECH,Jun-21,32144,24108,8035,6510,677,114,681,7917,18%,25%,11%,23.25,180,14.49,394
HCLTECH,Jun-21,36701,28215,8486,7317,1126,91,404,9117,20%,23%,58%,26.02,394,23.25,455
HDFC,Mar-11,25765,12623,5266,4528,28,7876,49,5244,29%,20%,29%,30.87,547,22.58,738
HDFC,Mar-12,30276,12484,6240,5463,27,11552,51,6217,28%,21%,30%,36.98,738,30.87,726
HDFC,Mar-13,35948,14170,7483,6640,39,14296,54,7467,27%,21%,29%,42.94,726,36.98,850
HDFC,Mar-14,40753,15314,8831,7948,61,16608,47,8846,27%,22%,27%,50.93,850,42.94,887
HDFC,Mar-15,48316,19516,10089,8763,74,18710,47,10117,31%,21%,27%,55.65,887,50.93,1361
HDFC,Mar-16,53223,21228,11699,10190,34,20296,121,11613,31%,22%,26%,64.5,1361,55.65,1266
HDFC,Mar-17,61034,26377,12704,11051,53,21953,108,12650,32%,21%,26%,69.56,1266,64.5,1388
HDFC,Mar-18,79474,44714,10042,11980,6282,24718,116,16207,19%,13%,28%,71.48,1388,69.56,1986
HDFC,Mar-19,95694,51819,14349,16232,7891,29525,141,22099,20%,15%,22%,94.29,1986,71.48,2016
HDFC,Mar-20,101726,48983,20633,21435,5816,32109,256,26193,13%,20%,17%,123.75,2016,94.29,2499
HDFC,Mar-21,139034,92319,17634,18740,6959,29081,355,24237,15%,13%,22%,103.88,2499,123.75,2777
HDFCBANK,Mar-11,20043,8737,1881,3992,4585,9425,509,5957,33%,9%,19%,8.58,179,6.56,239
HDFCBANK,Mar-12,28193,10858,2229,5247,5992,15106,554,7667,31%,8%,19%,11.18,239,8.58,252
HDFCBANK,Mar-13,35861,12631,3534,6870,7133,19695,663,10004,31%,10%,19%,14.44,252,11.18,345
HDFCBANK,Mar-14,42555,13508,5602,8743,8298,23445,689,13211,34%,13%,19%,18.22,345,14.44,380
HDFCBANK,Mar-15,50666,16164,7214,10689,9546,27288,680,16079,33%,14%,19%,21.32,380,18.22,550
HDFCBANK,Mar-16,63162,20055,9037,12801,11212,34070,738,19511,34%,14%,19%,25.32,550,21.32,554
HDFCBANK,Mar-17,73271,23856,11374,15280,12905,38042,886,23393,35%,16%,18%,29.81,554,25.32,650
HDFCBANK,Mar-18,85288,29532,13374,18510,16057,42381,967,28464,35%,16%,18%,35.66,650,29.81,1006
HDFCBANK,Mar-19,105161,34856,16592,22332,18947,53713,1221,34318,35%,16%,18%,41,1006,35.66,1083
HDFCBANK,Mar-20,122189,45459,14593,27254,24879,62137,1277,38195,29%,12%,5%,49.7,1083,41,1304
HDFCBANK,Mar-21,128552,52457,16848,31833,27333,59248,1385,42796,26%,13%,11%,57.74,1304,49.7,1511
HINDALCO,Mar-11,72202,64299,7903,2456,513,1839,2734,3843,25%,11%,12%,12.83,179,9.85,252
HINDALCO,Mar-12,80821,72856,7965,3397,783,1758,2645,4345,18%,10%,9%,17.74,252,12.83,148
HINDALCO,Mar-13,80193,72494,7699,3027,1111,2079,2822,3909,23%,10%,6%,15.81,148,17.74,137
HINDALCO,Mar-14,87695,79671,8024,2175,677,2702,3347,2653,20%,9%,9%,10.53,137,15.81,142
HINDALCO,Mar-15,104281,95437,8844,854,-832,4178,3493,340,75%,8%,24%,4.14,142,10.53,161
HINDALCO,Mar-16,98759,90981,7778,-251,1500,5134,4347,-203,-245%,8%,-82%,-1.21,161,4.14,85
HINDALCO,Mar-17,100184,87867,12317,1900,1198,5742,4457,3315,43%,12%,13%,8.47,85,-1.21,195
HINDALCO,Mar-18,115183,101488,13695,6083,2879,3911,4506,8157,25%,12%,4%,27.1,195,8.47,284
HINDALCO,Mar-19,130542,115031,15511,5496,1127,3778,4777,8083,32%,12%,5%,24.48,284,27.1,225
HINDALCO,Mar-20,118144,103838,14306,3767,906,4197,5091,5924,36%,12%,6%,16.77,225,24.48,221
HINDALCO,Mar-21,131985,116148,15837,3483,735,3738,6628,6206,44%,12%,19%,15.5,221,16.77,275
HINDPETRO,Mar-11,138742,134674,4068,1704,961,919,1498,2612,35%,3%,28%,11.18,90,9.69,97
HINDPETRO,Mar-12,185284,180951,4333,175,937,2481,1922,867,80%,2%,165%,1.15,97,11.18,66
HINDPETRO,Mar-13,216355,212740,3614,501,1405,1773,2365,882,43%,2%,57%,3.29,66,1.15,84
HINDPETRO,Mar-14,234237,228875,5363,1080,1366,2393,3011,1325,19%,2%,49%,7.09,84,3.29,70
HINDPETRO,Mar-15,216648,211916,4733,1499,1836,1841,2497,2231,33%,2%,55%,9.84,70,7.09,147
HINDPETRO,Mar-16,177910,169575,8335,4675,1970,723,2846,6735,31%,5%,25%,30.68,147,9.84,202
HINDPETRO,Mar-17,187493,176607,10886,8236,3697,609,2776,11197,26%,6%,37%,54.05,202,30.68,367
HINDPETRO,Mar-18,219510,208732,10778,7218,2785,618,2834,10110,29%,5%,36%,47.37,367,54.05,435
HINDPETRO,Mar-19,275491,263963,11527,6691,2383,786,3085,10039,33%,4%,36%,43.91,435,47.37,258
HINDPETRO,Mar-20,269092,263887,5204,2639,679,1139,3370,1374,-92%,2%,56%,17.32,258,43.91,270
HINDPETRO,Mar-21,233248,217194,16055,10663,2731,963,3625,14197,25%,7%,31%,73.24,270,17.32,237
HINDUNILVR,Mar-11,20023,17305,2717,2296,470,1,229,2957,22%,14%,61%,10.63,268,9.89,329
HINDUNILVR,Mar-12,23436,19936,3500,2791,357,2,234,3622,23%,15%,58%,12.91,329,10.63,411
HINDUNILVR,Mar-13,27004,22784,4220,3829,1123,26,251,5066,24%,16%,104%,17.71,411,12.91,536
HINDUNILVR,Mar-14,29234,24475,4759,3946,792,41,296,5215,24%,16%,71%,18.24,536,17.71,608
HINDUNILVR,Mar-15,31972,26560,5412,4363,1247,18,322,6320,31%,17%,74%,20.17,608,18.24,968
HINDUNILVR,Mar-16,32186,26276,5910,4151,486,17,353,6026,31%,18%,83%,19.18,968,20.17,868
HINDUNILVR,Mar-17,33162,26834,6328,4476,606,35,432,6467,31%,19%,82%,20.68,868,19.18,875
HINDUNILVR,Mar-18,35545,28046,7499,5214,353,26,520,7306,28%,21%,83%,24.09,875,20.68,1410
HINDUNILVR,Mar-19,39310,30430,8880,6054,322,33,565,8604,30%,23%,78%,27.97,1410,24.09,1824
HINDUNILVR,Mar-20,39783,29930,9853,6748,432,118,1002,9165,26%,25%,80%,31.17,1824,27.97,2085
HINDUNILVR,Mar-21,47028,35403,11625,7995,171,117,1074,10605,25%,25%,119%,34.03,2085,31.17,2456
ICICIBANK,Mar-11,30081,33126,-22387,6093,31513,19343,740,8387,25%,-74%,26%,9.62,164,7.62,210
ICICIBANK,Mar-12,37995,30293,-17311,7643,28663,25013,671,10680,26%,-46%,25%,12.06,210,9.62,164
ICICIBANK,Mar-13,44885,31684,-15085,9604,29320,28285,625,13610,26%,-34%,24%,15.14,164,12.06,181
ICICIBANK,Mar-14,49479,32852,-13084,11041,30085,29711,719,16282,28%,-26%,24%,17.38,181,15.14,232
ICICIBANK,Mar-15,54964,38766,-16120,12247,35252,32318,798,18334,29%,-29%,24%,19.2,232,17.38,357
ICICIBANK,Mar-16,59294,52252,-26955,10180,42102,33996,843,14304,24%,-45%,29%,15.92,357,19.2,239
ICICIBANK,Mar-17,60940,63841,-37737,10188,52458,34836,912,13809,18%,-62%,14%,15.9,239,15.92,250
ICICIBANK,Mar-18,62162,72806,-44906,7712,56807,34262,922,10978,17%,-72%,12%,12,250,15.9,365
ICICIBANK,Mar-19,71982,83775,-50971,4254,59325,39178,946,7408,23%,-71%,15%,6.6,365,12,383
ICICIBANK,Mar-20,84836,85361,-45190,9566,64950,44666,1171,18589,40%,-53%,0%,14.78,383,6.6,547
ICICIBANK,Mar-21,89163,91309,-44805,18384,72174,42659,1340,26028,22%,-50%,8%,26.58,547,14.78,561
INDUSTOWER,Mar-11,8508,5402,3106,551,140,433,2019,795,31%,37%,0%,4.9,124,3.7,162
INDUSTOWER,Mar-12,9452,5913,3540,749,140,407,2144,1128,34%,37%,0%,6.1,162,4.9,200
INDUSTOWER,Mar-13,10272,6465,3807,1002,338,394,2220,1531,35%,37%,104%,5.31,200,6.1,216
INDUSTOWER,Mar-14,10827,6427,4400,1518,449,400,2126,2323,35%,41%,55%,8.03,216,5.31,215
INDUSTOWER,Mar-15,11668,6664,5004,1992,522,290,2185,3052,35%,43%,105%,10.52,215,8.03,386
INDUSTOWER,Mar-16,5558,3070,2488,2247,1679,33,1155,2979,25%,45%,25%,11.85,386,10.52,434
INDUSTOWER,Mar-17,6085,3260,2825,2747,1960,39,1166,3580,23%,46%,108%,14.85,434,11.85,361
INDUSTOWER,Mar-18,6621,3464,3157,2494,1599,46,1180,3529,29%,48%,104%,13.48,361,14.85,383
INDUSTOWER,Mar-19,6826,3714,3112,2494,1559,53,1066,3553,30%,46%,111%,13.48,383,13.48,300
INDUSTOWER,Mar-20,6743,3185,3558,3299,1846,335,1282,3788,13%,53%,59%,17.83,300,13.48,258
INDUSTOWER,Mar-21,13954,6775,7179,3779,1262,836,2848,4757,21%,51%,143%,14.02,258,17.83,275
INFY,Mar-11,27501,18531,8970,6835,1211,2,854,9325,27%,33%,50%,14.88,337,13.65,437
INFY,Mar-12,33734,23007,10727,8332,1904,4,928,11699,29%,32%,32%,18.14,437,14.88,361
INFY,Mar-13,40352,28814,11538,9429,2365,5,1099,12799,26%,29%,25%,20.52,361,18.14,354
INFY,Mar-14,50133,36743,13390,10656,2664,9,1317,14728,28%,27%,34%,23.31,354,20.52,481
INFY,Mar-15,53319,38436,14883,12372,3430,12,1017,17284,28%,28%,55%,26.93,481,23.31,556
INFY,Mar-16,62441,45362,17079,13489,3120,0,1459,18740,28%,27%,41%,29.36,556,26.93,585
INFY,Mar-17,68484,49880,18604,14353,3050,0,1703,19951,28%,27%,41%,31.24,585,29.36,520
INFY,Mar-18,70522,51700,18822,16029,3311,0,1863,20270,21%,27%,59%,36.69,520,31.24,610
INFY,Mar-19,82675,62505,20170,15404,2882,0,2011,21041,27%,24%,60%,35.26,610,36.69,751
INFY,Mar-20,90791,68524,22267,16594,2803,170,2893,22007,24%,25%,45%,38.96,751,35.26,792
INFY,Mar-21,100472,72583,27889,19351,2201,195,3267,26628,27%,28%,59%,45.42,792,38.96,1392
IOC,Mar-11,309797,295154,14643,7831,3421,3017,4933,10114,20%,5%,30%,8.06,83,11.03,88
IOC,Mar-12,408923,389402,19521,4226,-4268,5948,5309,3995,-7%,5%,30%,4.35,88,8.06,72
IOC,Mar-13,461780,447919,13861,4449,3499,7164,5692,4504,19%,3%,36%,4.58,72,4.35,93
IOC,Mar-14,488345,471123,17222,7086,5064,5948,6360,9978,30%,4%,30%,7.3,93,4.58,72
IOC,Mar-15,449507,438932,10575,4912,5860,4201,5219,7014,31%,2%,33%,5.06,72,7.3,88
IOC,Mar-16,346045,324007,22038,12022,5219,3487,5698,18072,31%,6%,28%,12.38,88,5.06,114
IOC,Mar-17,355379,321230,34149,19849,4356,3743,6806,27956,27%,10%,45%,20.44,114,12.38,196
IOC,Mar-18,421492,379834,41658,22189,4331,3875,7664,34450,34%,10%,90%,22.85,196,20.44,213
IOC,Mar-19,528158,492896,35262,17377,4097,4925,8506,25927,33%,7%,49%,18.46,213,22.85,139
IOC,Mar-20,483763,467710,16053,-893,-7165,5792,10273,-7177,74%,3%,-437%,-0.95,139,18.46,128
IOC,Mar-21,363950,324021,39929,21638,4696,2933,10941,30751,29%,11%,51%,22.98,128,-0.95,103
ITC,Mar-11,22566,14850,7716,5018,510,92,699,7435,32%,34%,69%,4.32,86,3.64,120
ITC,Mar-12,26516,17272,9244,6258,772,102,745,9168,31%,35%,56%,5.34,120,4.32,140
ITC,Mar-13,31618,20398,11221,7608,852,108,859,11106,31%,35%,55%,6.42,140,5.34,206
ITC,Mar-14,35306,22227,13080,8891,966,29,965,13052,31%,37%,54%,7.45,206,6.42,243
ITC,Mar-15,38817,24566,14252,9663,1229,91,1028,14362,32%,37%,52%,8.04,243,7.45,248
ITC,Mar-16,39192,24661,14531,9344,1483,78,1077,14859,36%,37%,73%,7.74,248,8.04,219
ITC,Mar-17,42768,27298,15470,10289,1759,49,1153,16026,35%,36%,56%,8.47,219,7.74,266
ITC,Mar-18,43449,26928,16521,11271,2240,115,1236,17409,34%,38%,56%,9.24,266,8.47,283
ITC,Mar-19,48340,29802,18537,12592,2080,71,1397,19150,33%,38%,56%,10.27,283,9.24,297
ITC,Mar-20,49388,30044,19344,15306,2417,81,1645,20035,22%,39%,82%,12.45,297,10.27,243
ITC,Mar-21,49257,32193,17065,13161,2577,58,1646,17938,25%,35%,101%,10.69,243,12.45,222
JINDALSTEL,Mar-11,13112,6728,6384,3754,177,423,1151,4987,24%,49%,4%,40.18,736,38.37,722
JINDALSTEL,Mar-12,18209,11410,6799,3965,310,533,1386,5189,23%,37%,4%,42.41,722,40.18,553
JINDALSTEL,Mar-13,19807,13701,6106,2910,333,1067,1539,3833,24%,31%,5%,31.13,553,42.41,475
JINDALSTEL,Mar-14,19286,13487,5799,1910,349,1807,1829,2512,25%,30%,7%,20.88,475,31.13,299
JINDALSTEL,Mar-15,19401,13937,5464,-1278,-1399,2875,2733,-1543,6%,28%,0%,-13.97,299,20.88,166
JINDALSTEL,Mar-16,19469,16032,3437,-2966,-79,3254,4068,-3964,22%,18%,0%,-32.42,166,-13.97,97
JINDALSTEL,Mar-17,21603,16894,4709,-2281,-362,3441,3949,-3043,17%,22%,0%,-24.93,97,-32.42,85
JINDALSTEL,Mar-18,33286,26817,6469,-1409,-584,3866,3883,-1864,13%,19%,0%,-14.56,85,-24.93,294
JINDALSTEL,Mar-19,46966,38553,8412,-1645,-1470,4264,5480,-2802,14%,18%,0%,-17,294,-14.56,165
JINDALSTEL,Mar-20,37923,31092,6831,-109,74,3768,3429,-291,-37%,18%,0%,-1.07,165,-17,189
JINDALSTEL,Mar-21,49458,36258,13200,4012,-617,3093,3453,6036,29%,27%,0%,39.33,189,-1.07,310
JSWSTEEL,Mar-11,24106,19237,4869,1754,189,1060,1560,2438,32%,20%,20%,7.86,120,8.54,121
JSWSTEEL,Mar-12,34368,27571,6797,538,-1444,1427,1933,1993,25%,20%,40%,2.41,121,7.86,70
JSWSTEEL,Mar-13,38210,31698,6512,963,-307,1967,2237,1999,42%,17%,30%,4.32,70,2.41,93
JSWSTEEL,Mar-14,51220,42051,9169,452,-1630,3048,3183,1308,70%,18%,74%,1.87,93,4.32,104
JSWSTEEL,Mar-15,52972,43608,9364,1797,103,3493,3434,2539,32%,18%,19%,7.43,104,1.87,108
JSWSTEEL,Mar-16,41546,35124,6422,-335,-1966,3601,3323,-2468,80%,15%,-67%,-1.39,108,7.43,112
JSWSTEEL,Mar-17,55604,43296,12308,3523,18,3768,3430,5128,33%,22%,19%,14.57,112,-1.39,201
JSWSTEEL,Mar-18,71933,57017,14916,6214,-177,3701,3387,7651,20%,21%,16%,25.71,201,14.57,300
JSWSTEEL,Mar-19,84757,65827,18930,7639,196,3917,4041,11168,33%,22%,16%,31.6,300,25.71,308
JSWSTEEL,Mar-20,73326,61513,11813,4030,-289,4265,4246,3013,-30%,16%,15%,16.67,308,31.6,284
JSWSTEEL,Mar-21,79839,59661,20178,7911,473,3957,4679,12015,34%,25%,25%,32.73,284,16.67,413
JUBLFOOD,Mar-11,678,558,120,72,1,0,29,92,22%,18%,0%,5.56,146,2.59,330
JUBLFOOD,Mar-12,1019,828,191,103,-1,0,38,152,32%,19%,0%,7.93,330,5.56,474
JUBLFOOD,Mar-13,1414,1171,243,131,6,0,56,194,32%,17%,0%,10.04,474,7.93,678
JUBLFOOD,Mar-14,1736,1486,250,118,9,0,79,180,34%,14%,0%,9.03,678,10.04,538
JUBLFOOD,Mar-15,2093,1836,256,111,6,0,101,161,31%,12%,15%,8.47,538,9.03,728
JUBLFOOD,Mar-16,2438,2173,265,97,10,0,128,147,34%,11%,17%,7.36,728,8.47,756
JUBLFOOD,Mar-17,2583,2339,245,58,-1,0,155,88,35%,9%,29%,4.38,756,7.36,449
JUBLFOOD,Mar-18,3018,2576,442,196,21,0,160,303,35%,15%,17%,14.87,449,4.38,1165
JUBLFOOD,Mar-19,3563,2961,603,320,44,0,157,490,35%,17%,21%,24.23,1165,14.87,1276
JUBLFOOD,Mar-20,3927,3045,883,280,38,165,352,403,31%,22%,28%,21.22,1276,24.23,1904
JUBLFOOD,Mar-21,3312,2532,780,232,64,163,375,306,25%,24%,34%,17.55,1904,21.22,2988
KOTAKBANK,Mar-11,5973,5995,-2690,1567,5090,2668,152,2247,30%,-45%,2%,10.63,219,9.39,232
KOTAKBANK,Mar-12,8470,5651,-1723,1832,4543,4542,164,2656,30%,-20%,2%,12.37,232,10.63,251
KOTAKBANK,Mar-13,10838,6603,-1789,2188,5112,6024,179,3144,30%,-17%,2%,14.66,251,12.37,342
KOTAKBANK,Mar-14,11986,7053,-1379,2465,5282,6312,208,3695,32%,-12%,2%,16,342,14.66,394
KOTAKBANK,Mar-15,13319,9718,-3366,3045,8152,6966,237,4550,33%,-25%,2%,19.72,394,16,722
KOTAKBANK,Mar-16,20402,11541,-2263,3459,7631,11123,345,5024,32%,-11%,3%,18.86,722,19.72,729
KOTAKBANK,Mar-17,22324,14832,-3965,4940,11660,11458,362,7332,32%,-18%,2%,26.84,729,18.86,802
KOTAKBANK,Mar-18,25131,16805,-4141,6201,13682,12467,383,9158,33%,-16%,2%,32.54,802,26.84,1119
KOTAKBANK,Mar-19,29831,19758,-5114,7204,16148,15187,458,10576,33%,-17%,2%,37.74,1119,32.54,1307
